Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
MS15006115	Extraction	120 μl isopropanol	none	MS15006115	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006115	FILES/MS15006115.raw.zip	Data transformation	MS15006115		Metabolite identification	MS15006115	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_033_POS	Extraction	120 μl isopropanol	none	20150707_QC_033_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_033_POS	FILES/20150707_QC_033_POS.raw.zip	Data transformation	20150707_QC_033_POS		Metabolite identification	20150707_QC_033_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006026	Extraction	120 μl isopropanol	none	MS15006026	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006026	FILES/MS15006026.raw.zip	Data transformation	MS15006026		Metabolite identification	MS15006026	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006056	Extraction	120 μl isopropanol	none	MS15006056	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006056	FILES/MS15006056.raw.zip	Data transformation	MS15006056		Metabolite identification	MS15006056	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006086	Extraction	120 μl isopropanol	none	MS15006086	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006086	FILES/MS15006086.raw.zip	Data transformation	MS15006086		Metabolite identification	MS15006086	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006116	Extraction	120 μl isopropanol	none	MS15006116	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006116	FILES/MS15006116.raw.zip	Data transformation	MS15006116		Metabolite identification	MS15006116	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006057	Extraction	120 μl isopropanol	none	MS15006057	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006057	FILES/MS15006057.raw.zip	Data transformation	MS15006057		Metabolite identification	MS15006057	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006087	Extraction	120 μl isopropanol	none	MS15006087	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006087	FILES/MS15006087.raw.zip	Data transformation	MS15006087		Metabolite identification	MS15006087	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006117	Extraction	120 μl isopropanol	none	MS15006117	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006117	FILES/MS15006117.raw.zip	Data transformation	MS15006117		Metabolite identification	MS15006117	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006028	Extraction	120 μl isopropanol	none	MS15006028	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006028	FILES/MS15006028.raw.zip	Data transformation	MS15006028		Metabolite identification	MS15006028	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006058	Extraction	120 μl isopropanol	none	MS15006058	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006058	FILES/MS15006058.raw.zip	Data transformation	MS15006058		Metabolite identification	MS15006058	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_034_POS	Extraction	120 μl isopropanol	none	20150707_QC_034_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_034_POS	FILES/20150707_QC_034_POS.raw.zip	Data transformation	20150707_QC_034_POS		Metabolite identification	20150707_QC_034_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006088	Extraction	120 μl isopropanol	none	MS15006088	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006088	FILES/MS15006088.raw.zip	Data transformation	MS15006088		Metabolite identification	MS15006088	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006118	Extraction	120 μl isopropanol	none	MS15006118	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006118	FILES/MS15006118.raw.zip	Data transformation	MS15006118		Metabolite identification	MS15006118	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006029	Extraction	120 μl isopropanol	none	MS15006029	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006029	FILES/MS15006029.raw.zip	Data transformation	MS15006029		Metabolite identification	MS15006029	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006089	Extraction	120 μl isopropanol	none	MS15006089	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006089	FILES/MS15006089.raw.zip	Data transformation	MS15006089		Metabolite identification	MS15006089	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006119	Extraction	120 μl isopropanol	none	MS15006119	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006119	FILES/MS15006119.raw.zip	Data transformation	MS15006119		Metabolite identification	MS15006119	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006030	Extraction	120 μl isopropanol	none	MS15006030	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006030	FILES/MS15006030.raw.zip	Data transformation	MS15006030		Metabolite identification	MS15006030	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006090	Extraction	120 μl isopropanol	none	MS15006090	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006090	FILES/MS15006090.raw.zip	Data transformation	MS15006090		Metabolite identification	MS15006090	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MS15006120	Extraction	120 μl isopropanol	none	MS15006120	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			MS15006120	FILES/MS15006120.raw.zip	Data transformation	MS15006120		Metabolite identification	MS15006120	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_035_POS	Extraction	120 μl isopropanol	none	20150707_QC_035_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_035_POS	FILES/20150707_QC_035_POS.raw.zip	Data transformation	20150707_QC_035_POS		Metabolite identification	20150707_QC_035_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_036_POS	Extraction	120 μl isopropanol	none	20150707_QC_036_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_036_POS	FILES/20150707_QC_036_POS.raw.zip	Data transformation	20150707_QC_036_POS		Metabolite identification	20150707_QC_036_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
20150707_QC_037_POS	Extraction	120 μl isopropanol	none	20150707_QC_037_POS	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC CSH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	50-1800	Waters Xevo G2-XS QTof			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20150707_QC_037_POS	FILES/20150707_QC_037_POS.raw.zip	Data transformation	20150707_QC_037_POS		Metabolite identification	20150707_QC_037_POS	m_MTBLS408_pos_psoriasis_metabolite_profiling_mass_spectrometry_v2_maf.tsv
