database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C74H138O6			TG(71:3)	1141.0832	[M+NH4]+															17.9113	9.9788	4.77836	13.1816	6.90742	5.54014	5.20694	2.8744	10.2963	9.49016	10.9089	9.4225	8.45522	6.45113	9.85364	9.4859	9.26598	11.726	13.9219	11.4564	8.81238	12.9977	8.71989	2.75351	3.03412	8.78249	7.6047	7.20366	2.5701	5.8701	12.5201	5.16966
	C74H136O6			TG(71:4)	1139.0673	[M+NH4]+															17.3714	10.5396	4.81365	11.8	6.91927	5.71068	4.53998	2.81414	10.3028	8.98724	11.8667	9.20529	8.43999	6.1813	8.97098	9.45899	8.65608	13.133	14.1564	11.7554	8.38477	12.8235	9.54574	3.26815	2.61044	8.33342	7.59823	6.56342	2.24839	6.66702	12.6557	4.74349
	C74H134O6			TG(71:5)	1137.0515	[M+NH4]+															5.84274	3.93868	1.61584	4.16161	2.67749	2.00344	1.38338	0.921369	3.62539	3.24328	4.45398	3.45309	3.21954	2.26828	3.07897	3.56656	2.60578	5.22225	5.78662	3.82748	3.0426	4.68912	3.9128	1.51454	0.833598	3.12137	2.76619	2.43473	0.781549	2.79935	4.45553	1.37566
	C74H132O6			TG(71:6)	1135.0362	[M+NH4]+															1.11411	0.645572	0.249057	0.728697	0.457351	0.334368	0.271751	0.132657	0.673943	0.528197	1.02637	0.520824	0.495467	0.39043	0.542593	0.585518	0.441749	0.740157	0.920876	0.713878	0.509164	1.06985	0.747381	0.284006	0.184276	0.46551	0.49206	0.478687	0.161288	0.35415	0.743505	0.269659
	C74H130O6			TG(71:7)	1133.0204	[M+NH4]+															0.489026	0.15702	0.0452754	0.263458	0.108639	0.0922108	0.108361	0.00922811	0.200307	0.126166	0.411005	0.139905	0.162191	0.0833315	0.160292	0.213516	0.08612	0.255302	0.380445	0.189248	0.287724	0.475599	0.242346	0.121281	0.043422	0.158193	0.183222	0.145996		0.0696019	0.197889	0.0586527
	C75H144O6			TG(72:1)	1159.1304	[M+NH4]+															2.36856	1.2393	0.372429	1.70204	0.616862	0.57107	0.491206	0.302925	1.21355	1.34252	0.80423	1.34346	0.976665	0.879401	1.01011	0.756128	0.936507	1.15084	2.03314	0.652193	1.02029	1.23017	0.590799	0.140938	0.430419	1.29146	1.09171	0.859229	0.160808	0.614996	1.02898	0.388241
	C75H142O6			TG(72:2)	1157.1146	[M+NH4]+															16.3267	7.40417	2.86264	10.7062	5.0196	4.21858	4.0202	2.05932	8.50696	8.36822	7.29368	7.83303	6.47431	5.36963	7.62674	6.55572	7.26384	8.50437	12.0629	8.2391	6.66083	8.82688	5.42885	1.19517	2.61379	8.35086	6.47689	6.14684	1.57838	3.93006	8.3394	3.48715
	C75H140O6			TG(72:3)	1155.0987	[M+NH4]+															41.4512	21.7328	9.51681	25.7353	15.0713	12.4563	12.2072	5.91434	22.3337	21.3505	24.132	19.5045	18.9718	14.4723	20.8431	20.3245	20.665	24.5007	33.0533	23.7715	19.1766	26.771	17.8366	4.86583	6.7422	20.4351	16.5751	16.1111	4.44497	12.6615	24.0478	10.1513
	C75H138O6			TG(72:4)	1153.0829	[M+NH4]+															42.4711	25.2451	10.2971	24.9076	17.8374	12.9888	11.018	6.3707	22.9985	23.0507	27.5345	21.4112	22.5391	16.0151	21.4257	22.6577	20.89	28.2151	38.2376	25.5837	20.5211	29.779	21.5157	6.75075	6.15029	22.5964	17.9747	16.3909	5.32218	14.8558	26.5632	10.5747
	C75H136O6			TG(72:5)	1151.0673	[M+NH4]+															16.8127	10.9001	4.1016	9.75787	6.93958	5.03415	3.667	2.33033	9.11043	8.91747	11.5493	9.41648	9.30933	6.36587	8.37904	8.88239	7.13158	12.5763	17.1805	9.62637	8.37043	12.8653	9.11464	3.09459	2.27497	9.5435	6.91491	6.80649	2.31391	6.22119	10.2639	3.53156
	C75H134O6			TG(72:6)	1149.0518	[M+NH4]+															3.56229	2.19892	1.00091	2.31331	1.50998	1.12409	1.08953	0.626326	2.18614	1.70049	3.17629	1.71948	2.19451	1.43156	1.90516	2.17871	1.5675	2.48854	3.48188	2.28253	2.18137	3.13441	2.2561	0.830301	0.547231	1.99113	1.67401	1.6383	0.519656	1.23175	2.27016	0.870087
	C75H132O6			TG(72:7)	1147.0365	[M+NH4]+															1.93609	1.02142	0.499304	1.12004	0.69903	0.53595	0.49842	0.317876	1.09499	0.857125	1.76791	0.808866	1.06389	0.635925	0.870505	1.17817	0.617209	1.15818	1.65059	1.16075	1.1217	2.11936	1.0916	0.484507	0.294045	1.01362	0.783988	0.875641	0.114436	0.696061	0.905927	0.462961
	C75H130O6			TG(72:8)	1145.0208	[M+NH4]+															0.705275	0.331988	0.143457	0.437007	0.294465	0.224011	0.227091	0.125385	0.414623	0.298368	0.742996	0.302466	0.450776	0.277639	0.382973	0.406352	0.257604	0.363254	0.827394	0.432168	0.542411	0.738565	0.396856	0.149997	0.154526	0.421132	0.368726	0.427253	0.0249146	0.195719	0.31171	0.185604
	C76H146O6			TG(73:1)	1173.1462	[M+NH4]+															0.733573	0.354358	0.0679169	0.385626	0.234706	0.153761	0.148689	0.0778162	0.330074	0.362681	0.189934	0.468953	0.302383	0.355323	0.331954	0.215642	0.248045	0.368966	0.699154	0.188622	0.369895	0.352703	0.196133	0.0212164	0.180781	0.393798	0.301743	0.209255	0.0166454	0.14019	0.277306	0.106558
	C76H144O6			TG(73:2)	1171.1306	[M+NH4]+															4.08367	1.90707	0.663368	2.72102	1.05506	0.976693	0.843453	0.456459	2.08117	2.06343	1.60221	2.24134	1.69955	1.47285	1.83606	1.35169	1.47593	2.01145	3.36495	1.44657	1.62571	2.04289	1.37189	0.244262	0.720082	2.0227	1.45039	1.50319	0.370838	1.06412	1.93999	0.759783
	C76H142O6			TG(73:3)	1169.1147	[M+NH4]+															7.36881	3.94098	1.68686	5.16281	2.59769	1.97873	1.65167	1.05479	3.82498	3.94632	3.80229	3.84171	2.99037	2.41576	3.65229	3.11831	3.46206	4.38588	5.69857	3.77707	3.05472	4.32386	2.85249	0.663475	1.10416	3.59071	2.80278	2.51795	0.743402	2.24053	4.11756	1.86671
	C76H140O6			TG(73:4)	1167.0988	[M+NH4]+															5.80225	3.17561	1.97652	3.69115	2.19671	1.46841	1.21021	0.741159	2.88909	3.16212	3.27417	3.32847	2.69995	1.99279	2.83247	3.16813	2.63723	3.90243	5.02265	3.58205	2.45538	3.93133	2.68424	0.74773	0.788977	3.04336	2.18537	1.95493	0.511652	2.0588	3.62228	1.40914
	C76H138O6			TG(73:5)	1165.083	[M+NH4]+															1.62144	1.06635	0.676066	1.24877	0.784831	0.769759	0.316973	0.253318	1.00519	0.932513	1.61091	1.00078	0.923296	0.603178	0.837745	1.20907	0.82018	1.42287	1.63022	1.05387	1.11472	1.39394	0.988316	0.247707	0.241873	0.882037	1.18672	0.62079	0.140757	0.666121	1.27529	0.393029
	C76H136O6			TG(73:6)	1163.0672	[M+NH4]+															0.493667	0.256412	0.0705246	0.346141	0.171938	0.0971989	0.0888679	0.0396493	0.209489	0.200243	0.362205	0.194719	0.164864	0.149911	0.153796	0.283246	0.159479	0.301587	0.349405	0.287269	0.245618	0.323891	0.19316	0.0772932	0.0411631	0.156826	0.173436	0.149573		0.136424	0.329347	0.108895
	C76H134O6			TG(73:7)	1161.0515	[M+NH4]+															0.209649	0.111528	0.0537701	0.167563	0.0340037	0.0161966	0.0469618	0.0201466	0.0887799	0.0468284	0.217446	0.0744288	0.107987	0.0456558	0.045985	0.143257	0.0413535	0.162437	0.179566	0.144404	0.163086	0.306443	0.172083	0.0390747	0.0132466	0.105899	0.0853477	0.0939227		0.095069	0.0659517	0.0502367
	C77H148O6			TG(74:1)	1187.1617	[M+NH4]+															0.95696	0.441826	0.113474	0.65182	0.235261	0.217505	0.218674	0.136547	0.495653	0.533711	0.311601	0.700406	0.413045	0.410657	0.426808	0.277193	0.340197	0.496543	0.895215	0.173819	0.463138	0.483715	0.218551	0.0222104	0.203303	0.600556	0.439181	0.323512	0.0362037	0.203741	0.421654	0.146971
	C77H146O6			TG(74:2)	1185.1461	[M+NH4]+															6.2109	2.8791	0.969402	3.99467	1.9085	1.49998	1.36598	0.814045	2.91731	3.44527	2.3823	3.60562	2.62537	2.50752	2.69138	2.11285	2.48531	3.10968	5.17911	2.17849	2.6154	2.87641	1.84671	0.365935	1.1084	3.18207	2.30614	2.2055	0.48817	1.53264	2.84864	1.19258
	C77H144O6			TG(74:3)	1183.1303	[M+NH4]+															13.9618	6.64313	2.40655	8.34862	4.80322	3.51042	2.90781	1.65422	6.95738	6.72189	6.32874	7.06214	5.76739	4.97226	6.26926	5.53445	6.06125	7.29395	11.1089	6.32866	5.44898	7.46481	4.87528	1.15188	2.13942	6.49256	5.32286	4.6566	1.12209	3.89557	6.89706	2.97847
	C77H142O6			TG(74:4)	11811146	[M+NH4]+															11.2267	6.44883	2.55098	6.97271	4.51552	3.01216	2.3839	1.56989	6.08539	6.1166	6.7119	6.15522	5.4129	4.25359	5.61942	5.81323	5.06034	7.58888	9.92343	6.06084	4.96059	7.26186	4.92668	1.51058	1.62074	5.57475	4.65741	4.06277	1.06423	3.91457	6.95968	2.56075
	C77H140O6			TG(74:5)	1179.0989	[M+NH4]+															3.93224	2.63853	0.934275	2.62328	1.69256	1.17832	0.827803	0.554273	2.17138	2.32793	2.65929	2.35944	2.01618	1.47283	1.98086	2.45959	1.85217	2.96363	3.81071	2.2784	1.77565	2.86587	2.16323	0.639152	0.603374	2.28042	1.71154	1.52258	0.432746	1.53494	2.51042	0.938718
	C77H138O6			TG(74:6)	1177.0833	[M+NH4]+															1.39599	0.823907	0.346281	0.914177	0.616708	0.418657	0.292676	0.184335	0.675993	0.626427	1.14331	0.643919	0.749079	0.466221	0.508345	0.727055	0.493255	0.841025	1.14681	0.867235	0.750741	1.14864	0.767509	0.208864	0.197514	0.69361	0.589335	0.522897	0.185693	0.434611	0.824047	0.309379
	C77H136O6			TG(74:7)	1175.0674	[M+NH4]+															0.865372	0.541736	0.23628	0.695664	0.40654	0.275038	0.196913	0.0958314	0.513126	0.479517	0.903533	0.347525	0.525129	0.296135	0.393377	0.639775	0.324009	0.623398	0.960929	0.513474	0.603968	1.12854	0.480637	0.236869	0.107986	0.459354	0.32209	0.37885	0.0916811	0.277837	0.476866	0.241559
	C77H134O6			TG(74:8)	1173.0521	[M+NH4]+															0.670944	0.368581	0.104601	0.501594	0.179042	0.11651	0.126556	0.0924575	0.363806	0.285009	0.668866	0.157823	0.400298	0.0960566	0.295862	0.408087	0.111425	0.343338	0.68278	0.41594	0.360272	0.705924	0.337094	0.155777	0.112571	0.38473	0.307863	0.331791		0.267477	0.259686	0.110121
	C78H148O6			TG(75:2)	1199.1618	[M+NH4]+															1.59243	0.853744	0.21341	1.18086	0.474836	0.420781	0.3798	0.248285	0.815818	0.948748	0.658635	1.15156	0.753839	0.849408	0.787391	0.576051	0.654596	0.843455	1.53694	0.557295	0.763355	0.875137	0.478431	0.084237	0.372587	0.917787	0.661611	0.671284	0.0829304	0.414586	0.702962	0.26269
	C78H146O6			TG(75:3)	1197.1462	[M+NH4]+															2.90559	1.50451	0.566729	2.03032	0.956999	0.69565	0.624081	0.394965	1.55124	1.97467	1.36538	1.83653	1.36645	1.10205	1.39614	1.17859	1.17322	1.66556	2.7024	1.23532	1.26374	1.61878	1.08998	0.199171	0.55436	1.61206	1.0406	1.10714	0.200581	0.924781	1.59124	0.649531
	C78H144O6			TG(75:4)	1195.1304	[M+NH4]+															1.96136	1.18104	0.45354	1.61098	0.78132	0.56922	0.44922	0.27798	1.48129	1.35972	1.2282	1.18301	0.899006	0.797637	1.16125	1.06294	0.898461	1.38434	1.97547	1.31696	0.899346	1.46874	0.932585	0.196523	0.332749	1.15154	0.862281	0.743327	0.170787	0.738548	1.41521	0.546695
	C78H142O6			TG(75:5)	1193.1148	[M+NH4]+															0.710171	0.409185	0.15294	0.475311	0.329492	0.160608	0.136502	0.0629757	0.423712	0.415923	0.431199	0.355998	0.314638	0.251825	0.310298	0.351526	0.302309	0.496156	0.754873	0.358909	0.302613	0.59772	0.372259	0.0559995	0.123808	0.562735	0.225743	0.218284	0.0409286	0.262966	0.439295	0.108561
	C79H152O6			TG(76:1)	1215.193	[M+NH4]+															0.327131	0.16505	0.0212508	0.239857	0.0738158	0.0570441	0.0816755	0.0525159	0.171627	0.200451	0.126633	0.258061	0.175091	0.24107	0.12964	0.0772469	0.0820899	0.150023	0.413749	0.0710133	0.164309	0.132016	0.0490975	0.00643695	0.100055	0.236818	0.112927	0.132886	0.0062465	0.058968	0.135011	0.0391688
	C79H150O6			TG(76:2)	1213.1772	[M+NH4]+															2.36413	1.16106	0.331311	1.5063	0.763897	0.527452	0.570387	0.379279	1.11986	1.41637	0.865646	1.69097	1.06457	1.24208	1.09401	0.914716	0.883677	1.29296	2.25708	0.669814	1.06719	1.25739	0.697008	0.0984343	0.543521	1.38149	0.943009	0.814899	0.116092	0.608433	1.16595	0.439559
	C79H148O6			TG(76:3)	1211.1618	[M+NH4]+															4.6796	2.37199	0.829726	2.9295	1.65401	1.16681	0.961669	0.676663	2.3355	2.77645	2.04939	2.89278	2.03611	1.8997	2.16028	1.958	2.07089	2.8032	4.18347	1.99756	2.02956	2.64331	1.68558	0.29027	0.874247	2.38052	1.81931	1.54572	0.232642	1.45295	2.46274	0.973805
	C79H146O6			TG(76:4)	1209.1461	[M+NH4]+															3.84703	2.19139	0.739875	2.36694	1.56666	1.03551	0.689085	0.548663	2.01841	2.13187	2.06962	2.16637	1.79244	1.70059	2.04708	1.9139	1.66086	2.58944	3.51348	2.08673	1.69723	2.29348	1.74424	0.36797	0.606532	1.89558	1.68457	1.06997	0.224508	1.26143	2.27871	0.85254
	C79H144O6			TG(76:5)	1207.1306	[M+NH4]+															1.41001	0.89463	0.368304	0.891587	0.576902	0.39162	0.248544	0.207013	0.770741	0.72807	0.897582	0.816342	0.620116	0.461138	0.666528	0.757011	0.613582	1.08718	1.51381	0.806498	0.612823	0.926392	0.799589	0.165285	0.213399	0.678809	0.601606	0.431441	0.107571	0.573223	0.873836	0.293131
	C79H142O6			TG(76:6)	1205.1148	[M+NH4]+															0.394856	0.241104	0.0766963	0.304406	0.118513	0.119663	0.0698883	0.057317	0.199949	0.237364	0.326066	0.168113	0.21964	0.132296	0.208926	0.232597	0.127299	0.345833	0.37763	0.274783	0.219383	0.294604	0.21614	0.0345457	0.0469851	0.240396	0.170774	0.161819		0.131554	0.267519	0.0906763
	C80H152O6			TG(77:2)	1227.1924	[M+NH4]+															0.501841	0.282642	0.0603109	0.465211	0.229149	0.122042	0.139228	0.0992964	0.292006	0.32559	0.21191	0.493694	0.362632	0.460038	0.246001	0.203584	0.227189	0.303616	0.680471	0.200514	0.316275	0.336986	0.116678	0.0122954	0.171895	0.449872	0.220663	0.216141	0.026903	0.132152	0.308585	0.09485
	C80H150O6			TG(77:3)	1225.177	[M+NH4]+															1.01293	0.536685	0.131371	0.886162	0.40333	0.22997	0.243831	0.183371	0.550548	0.59407	0.466102	0.775342	0.565664	0.587061	0.51594	0.449106	0.434177	0.660236	1.00135	0.549014	0.482867	0.56873	0.366411	0.0422582	0.262249	0.614254	0.431614	0.367687	0.0344467	0.314254	0.583323	0.222034
	C80H148O6			TG(77:4)	1223.1612	[M+NH4]+															0.771935	0.42225	0.15835	0.659587	0.34597	0.243509	0.128672	0.104619	0.438795	0.388284	0.413259	0.516754	0.407218	0.429183	0.381699	0.354855	0.375172	0.557629	0.871213	0.442986	0.443926	0.471923	0.310168	0.0442469	0.151793	0.427998	0.333443	0.240983	0.0229266	0.257637	0.535	0.184397
	C81H154O6			TG(78:2)	1241.2081	[M+NH4]+															0.669351	0.416756	0.131237	0.568871	0.220859	0.168043	0.189072	0.189269	0.468242	0.448523	0.301068	0.718586	0.490381	0.530078	0.383118	0.258167	0.280881	0.436157	0.973725	0.286166	0.377476	0.482176	0.240141	0.0291091	0.267974	0.61039	0.337586	0.28738	0.0161472	0.193025	0.347116	0.132026
	C81H152O6			TG(78:3)	1239.1925	[M+NH4]+															1.52994	0.847226	0.289844	1.00377	0.565007	0.433774	0.338884	0.328168	0.835668	0.879383	0.68297	1.08357	0.785423	0.785668	0.859275	0.665727	0.634314	0.924574	1.61053	0.721551	0.691334	0.932457	0.576614	0.0733568	0.353174	1.01445	0.687078	0.479339	0.0836256	0.536694	0.902288	0.352124
	C81H150O6			TG(78:4)	1237.1768	[M+NH4]+															1.36124	0.829268	0.307444	0.865667	0.518664	0.383046	0.277299	0.213621	0.727193	0.744078	0.726323	0.799262	0.753892	0.631028	0.711236	0.721891	0.517171	0.967034	1.309	0.674444	0.541722	0.869676	0.589782	0.103896	0.218757	0.747006	0.602039	0.387175	0.0637251	0.518947	0.81647	0.343426
	C81H148O6			TG(78:5)	1235.1612	[M+NH4]+															0.543209	0.335685	0.110385	0.315214	0.208899	0.133599	0.110571	0.0571585	0.282567	0.342985	0.336533	0.382469	0.275811	0.269816	0.271957	0.368159	0.226613	0.440447	0.59681	0.33165	0.252132	0.399009	0.328486	0.0469229	0.100226	0.30786	0.276696	0.146665	0.0319131	0.256586	0.326719	0.0951368
	C82H156O6			TG(79:2)	1255.2235	[M+NH4]+															0.169302	0.0838922	0.00681381	0.128375	0.055609	0.0271219	0.0574675	0.0600921	0.0835087	0.107641	0.0693999	0.120604	0.123524	0.16882	0.0686638	0.0287557	0.0651368	0.0938399	0.351005	0.052841	0.102523	0.105356	0.0384402		0.0877735	0.165865	0.0345755	0.0771836		0.0237288	0.0738518	0.0127907
	C82H154O6			TG(79:3)	1253.2082	[M+NH4]+															0.314215	0.161554	0.0322819	0.263198	0.0682142	0.0855106	0.102379	0.0772655	0.159812	0.159334	0.14495	0.308035	0.187985	0.201169	0.151206	0.104456	0.119552	0.192373	0.354765	0.140227	0.128844	0.221888	0.0879524	0.0080686	0.0975161	0.259275	0.112549	0.110766	0.0064449	0.0708288	0.149471	0.0552932
	C82H152O6			TG(79:4)	1251.1925	[M+NH4]+															0.254594	0.147578	0.0172855	0.180712	0.0630563	0.0341272	0.0514344	0.0293661	0.134684	0.117687	0.113404	0.196588	0.120312	0.151031	0.138419	0.121054	0.0998227	0.133925	0.299541	0.139898	0.121452	0.166734	0.0816938		0.0525715	0.180045	0.0822961	0.0774173		0.0428642	0.171091	0.0371544
	C83H158O6			TG(80:2)	1269.2393	[M+NH4]+															0.259012	0.126177	0.0304036	0.209175	0.0561163	0.050578	0.0796444	0.0823465	0.136277	0.163845	0.0853912	0.26452	0.223311	0.231004	0.120814	0.103406	0.0676453	0.120742	0.493052	0.0756126	0.140561	0.133073	0.0911735		0.0966602	0.263991	0.105963	0.102286		0.0717611	0.107054	0.0194664
	C83H156O6			TG(80:3)	1267.2236	[M+NH4]+															0.496242	0.255735	0.0972738	0.384118	0.240841	0.127656	0.154529	0.137848	0.333365	0.342053	0.263276	0.449859	0.352076	0.361693	0.281135	0.248689	0.225745	0.313112	0.692897	0.271528	0.283324	0.31833	0.226571	0.00632901	0.157113	0.427418	0.248892	0.173776	0.00598597	0.112375	0.318436	0.132224
	C83H154O6			TG(80:4)	1265.2079	[M+NH4]+															0.430104	0.293218	0.112784	0.312194	0.201248	0.120746	0.114291	0.0899633	0.313583	0.320662	0.281685	0.364754	0.271409	0.287225	0.268265	0.268321	0.258538	0.379346	0.595554	0.277489	0.242604	0.342385	0.25098	0.0281982	0.102248	0.340253	0.265179	0.154899		0.189746	0.312672	0.0868881
	C85H160O6			TG(82:3)	1295.2548	[M+NH4]+															0.222633	0.113963	0.0261372	0.188028	0.0917543	0.0572379	0.0666507	0.0841256	0.11502	0.149355	0.0890541	0.249521	0.220269	0.232321	0.161456	0.109388	0.0927517	0.144789	0.528439	0.0984649	0.141803	0.169299	0.102579		0.100324	0.264277	0.117151	0.0904808		0.0467215	0.133263	0.0491126
	C85H158O6			TG(82:4)	1293.2391	[M+NH4]+															0.215817	0.146171	0.0200953	0.154288	0.0948021	0.0586706	0.0367178	0.0287436	0.142044	0.128534	0.150266	0.166884	0.174749	0.155497	0.135076	0.1336	0.104058	0.161665	0.337473	0.135897	0.141665	0.175037	0.0844027	0.00695486	0.0544429	0.170275	0.118621	0.0647618		0.0751674	0.151342	0.0507155
	C51H100O5			TG(O-48:0)	810.7903	[M+NH4]+															7.12396	6.32009	8.4686	6.08073	8.18264	8.35646	6.36865	8.79834	4.75696	4.82637	8.73776	7.52276	5.68566	9.53782	6.40301	9.63154	6.81232	7.2014	5.98249	10.4639	9.27758	9.66875	7.50358	10.9546	5.01321	6.86797	6.04099	5.03504	3.89839	10.4473	7.5959	8.7356
	C51H98O5			TG(O-48:1)	808.7749	[M+NH4]+															3.17154	1.62689	4.31374	2.51934	3.70784	3.95165	2.44357	4.50017	1.3039	2.25205	4.47606	3.66903	3.4922	3.64538	2.47839	3.55001	4.28548	3.13409	2.47883	5.68146	3.35257	4.52275	3.8553	5.22998	2.89438	3.176	2.58563	1.83429	1.41171	4.93684	3.29165	4.72901
	C51H96O5			TG(O-48:2)	806.7582	[M+NH4]+															0.734824	0.187273	0.735762	0.482763	0.345125	0.62	0.343367	0.638107	0.749347	0.596296	0.644022	0.58475	0.463804	0.61142	0.487217	0.623701	0.893959	0.594093	0.463052	1.17755	0.640467	0.647315	0.634465	0.929677	0.409122	0.46285	0.584203	0.34707	0.263016	1.15927	0.660143	0.715867
	C52H102O5			TG(O-49:0)	824.8061	[M+NH4]+															0.569268	0.267482	0.427516	0.360871	0.48165	0.303551	0.131664	0.3007	0.129422	0.390266	0.462834	0.388245	0.273776	0.857713	0.357529	0.72841	0.504132	0.477936	0.598279	0.467472	0.31013	0.731672	0.334232	0.625535	0.244203	0.458659	0.327338	0.303575	0.215762	0.813599	0.410045	0.259846
	C52H100O5			TG(O-49:1)	822.7905	[M+NH4]+															0.470585	0.216025	0.446121	0.038107	0.548324	0.255439	0.0321488	0.174119	0.100695	0.0695459	0.455352	0.296507	0.282695	0.277521	0.19361	0.288683	0.302844	0.373223	0.269444	0.440824	0.0632892	0.594045	0.474622	0.40368	0.222025	0.1236	0.0852045	0.0439724	0.0957942	0.554671	0.278706	0.162285
	C52H98O5			TG(O-49:2)	820.7755	[M+NH4]+															0.162803	0.127971	0.368857	0.161452	0.53602	0.181394	0.181583	0.326331	0.164706	0.249531	0.442637	0.270382	0.345515	0.485834	0.131808	0.348123	0.26884	0.502395	0.369546	0.488096	0.42833	0.605213	0.263552	0.455005	0.151238	0.157564	0.154278	0.101739		0.492761	0.284037	0.354974
	C53H104O5			TG(O-50:0)	838.8218	[M+NH4]+															17.8824	13.4354	16.1356	12.5437	15.5118	13.3206	10.1565	12.4583	11.4595	9.6914	17.5364	12.1304	13.1149	22.9533	13.2913	22.7625	13.9191	18.4179	13.7047	19.592	18.7189	24.6365	16.2242	19.5493	9.08542	13.2889	15.796	10.9632	8.08888	19.8151	17.7978	15.1546
	C53H102O5			TG(O-50:1)	836.8061	[M+NH4]+															36.8366	25.8718	37.3269	31.1317	35.7104	33.1124	28.4354	35.7071	24.3063	22.8262	42.318	29.6664	26.9839	52.0256	31.71	49.3991	36.2926	36.9855	30.5956	55.3601	38.5259	49.0609	36.6825	47.8866	22.9723	29.4134	28.3849	21.5441	21.0327	47.4821	38.9496	41.7545
	C53H100O5			TG(O-50:2)	834.7903	[M+NH4]+															27.2287	19.088	23.6649	19.2446	23.6932	21.7402	15.8101	21.9446	16.2423	18.6302	26.2058	23.1035	20.4065	28.3556	18.6594	25.345	25.6567	22.6939	23.2151	34.9163	20.6332	24.3228	19.9727	27.2623	16.2919	19.6842	18.336	13.4307	13.7937	28.272	24.0708	25.2897
	C53H98O5			TG(O-50:3)	832.7744	[M+NH4]+															8.457	5.44562	6.44665	4.85525	7.38471	6.2749	3.88796	5.94985	5.15965	6.26057	7.58315	6.33531	6.94747	7.16632	5.07157	5.96499	7.73287	5.98929	7.1118	10.619	4.92626	4.61419	4.87874	7.13853	5.18669	5.81931	5.16882	3.5359	4.17401	5.90096	7.18617	7.08939
	C53H96O5			TG(O-50:4)	830.7596	[M+NH4]+															0.696438	0.469328	0.677216	0.499057	0.757634	0.344778	0.146255	0.427597	0.450056	0.282819	0.35931	0.553121	0.387828	0.479091	0.243237	0.744653	0.535852	0.338043	0.355215	0.961776	0.224115	0.206478	0.229463	0.349276	0.569572	0.377554	0.164174	0.267784	0.408137	0.455855	0.218451	0.712352
	C54H106O5			TG(O-51:0)	852.8372	[M+NH4]+															0.80504	0.507766	0.584561	0.608326	0.69524	0.425894	0.287179	0.374515	0.475735	0.410299	0.581364	0.606276	0.549691	0.891511	0.435366	0.8933	0.490113	0.860073	0.646294	0.781812	0.744503	1.32965	0.772193	0.813589	0.360184	0.697803	0.651833	0.570699	0.361199	0.899909	0.527428	0.591197
	C54H104O5			TG(O-51:1)	850.8215	[M+NH4]+															1.46589	0.884537	1.10468	0.861716	1.15904	0.67141	0.431976	0.754072	0.803147	0.852499	1.38016	0.933814	0.844374	1.57841	0.822568	1.44863	0.981867	1.84033	1.4424	1.25241	0.97678	1.75647	1.52258	1.8109	0.748209	1.10396	0.484424	0.694073	0.618204	1.72548	1.39023	1.19527
	C54H102O5			TG(O-51:2)	848.8058	[M+NH4]+															0.995196	0.106105	0.828566	0.582193	0.51937		0.333635	0.494902	0.461347	0.609398	0.759627	0.50744	0.360881	0.938285	0.291558	0.848014	0.535343	1.22347	0.928249		0.562051	1.22655	0.753369	0.980684	0.702635	0.552224	0.463971	0.184039	0.125512	0.84772	0.626222	0.502409
	C54H100O5			TG(O-51:3)	846.7902	[M+NH4]+															0.281281	0.13207	0.440118	0.161059	0.41733	0.170752	0.116962	0.236818	0.271471	0.149761	0.302132	0.214169	0.378574	0.132078	0.424556	0.400627	0.191844	0.344764	0.509281	0.34752	0.116349	0.398286	0.478205	0.206297	0.156891	0.260342	0.182146	0.0984146		0.28738	0.41612	0.0933794
	C55H108O5			TG(O-52:0)	866.8533	[M+NH4]+															17.9494	11.0229	12.5734	12.4456	13.2118	11.2588	8.40832	8.63959	10.6361	9.01333	15.6146	10.6306	11.3616	19.1857	11.7788	20.1119	12.3257	16.6951	12.2086	17.0965	16.4696	22.2486	13.8931	14.8492	7.25082	13.7883	16.4239	10.2294	5.55504	16.498	15.4143	10.9528
